date,d13C_median,d13C_mean,d13C_p5,d13C_p95,d13C_std,dD_median,dD_mean,dD_p5,dD_p95,dD_std
2002-11-01,-52.65825754057937,-52.67448028911895,-64.15833329448441,-41.120388968717236,7.437490395681274,-313.2672951908246,-313.2222971358071,-352.0703561057782,-273.2890288955825,24.067156241231327
2002-12-01,-52.341349528254746,-52.33473055252864,-64.63564558312288,-40.32964429856902,7.8401718449254645,-311.7260721908369,-311.9082411457739,-353.63209020543127,-270.60741646014714,25.245150861878216
2003-01-01,-53.18090984904789,-53.079221383218886,-64.35259089165167,-41.75273092379775,7.250551247494337,-310.5903483657914,-310.48956704759905,-352.5266704253139,-268.3920820307581,25.54523647605879
2003-02-01,-52.364540154255124,-52.52501340297861,-64.46720194127711,-40.6350210750578,7.711119728919339,-312.3838712435906,-312.81876943502886,-353.27086035879415,-272.59935931503276,24.306399804649416
2003-03-01,-52.297104672008906,-52.18684651221579,-64.41186454759541,-39.93806478226001,7.879871719814109,-314.55149802705307,-314.71014747646353,-354.4856830048457,-274.9286477864923,23.915826498167547
2003-04-01,-52.313722869304,-52.363599900190906,-63.886799488362726,-40.87697879045295,7.423103499194425,-315.0889381095213,-315.38426104192865,-353.8707900482815,-277.89708674668526,22.621279451041165
2003-05-01,-52.97739397315807,-52.93111115703508,-63.3098477605367,-42.52832103625244,6.712966246239287,-317.86525790264295,-317.64728679462326,-351.72396695413846,-283.6287791446101,20.563224732400723
2003-06-01,-52.97090247637932,-52.799356616200924,-63.27421125583038,-42.138101710563355,6.730719455541266,-320.364585694482,-320.40768972796656,-352.0011538118175,-288.66327819771146,19.233929699573416
2003-07-01,-52.8442396030775,-52.79172547305577,-63.069589098932376,-42.49423470580837,6.600188955992271,-320.3930312063539,-320.5767508422926,-351.9755824941356,-289.4557103225869,18.822113516269873
2003-08-01,-52.7029523431359,-52.79146146961127,-63.3452695061329,-42.61050309338106,6.615038108453087,-320.57829181026136,-320.39449528477274,-350.9804949241624,-289.23117103248586,18.72629267993933
2003-09-01,-52.83697334571927,-52.8606168553503,-63.663811768464996,-42.09976900769694,6.915676397212467,-318.4750950889168,-318.3504926559555,-352.3717948881323,-284.78263575566257,20.27829873189072
2003-10-01,-52.570419994241334,-52.67311620734504,-63.92421736916383,-41.327122418777684,7.227853653877052,-315.51816075011516,-315.4452940666686,-352.88620623776643,-277.90977961070274,22.46193085825578
2003-11-01,-52.816073500815826,-52.81676875209565,-64.11321877727306,-41.397723037987944,7.287978323206093,-313.02221578860986,-312.52559036639565,-351.3716877933923,-272.56292741598764,24.11856069936042
2003-12-01,-52.91719810916781,-52.76709842799454,-64.5481825654529,-40.77351143743571,7.596031858371192,-312.0279253856832,-312.0192693812091,-354.1873321770831,-270.1841397432943,25.382849592929123
2004-01-01,-52.99569084511073,-52.86343553914549,-64.49263083904859,-41.083252266884806,7.485118411788432,-312.42125083925123,-312.01246827072964,-354.1328630192773,-269.38410162595807,25.560908674325276
2004-02-01,-52.55836460965017,-52.51803057712797,-64.18178722406095,-41.08990115340177,7.392490668003772,-312.1243868085318,-312.179234554905,-353.33876095108786,-272.25307512074824,24.56885002388702
2004-03-01,-52.221974097335305,-52.2746528925979,-64.22441793847322,-40.52665082638639,7.615682581346882,-313.15015383422735,-313.21747604093423,-353.04719202868415,-273.5396914534192,23.94379483847028
2004-04-01,-52.445064232653216,-52.401897953165886,-63.84267520741305,-40.95821139289384,7.39783816937074,-315.5416460434625,-315.6718981929094,-352.6136534982174,-278.20717760361015,22.468792115732935
2004-05-01,-53.210803458130734,-53.252288794680915,-63.562486570054126,-42.9048467247911,6.639568375810016,-316.94600463278994,-316.9167444114222,-351.79089422265173,-282.7986345942474,20.72030163019834
2004-06-01,-52.80701493650661,-52.90690632464951,-62.98963899429167,-43.06238205733435,6.420321726392893,-318.92073686233005,-318.8419812409435,-349.830091236531,-287.41235709443873,18.89018065238478
2004-07-01,-52.67810518516153,-52.79227371887332,-63.173368312279564,-42.46306801281261,6.696954143204913,-320.649245493226,-320.8548544866637,-351.8502634893795,-289.9954503138942,18.591511579781685
2004-08-01,-53.13428165636478,-53.22600347879327,-63.02876002067285,-43.2791885816022,6.348665051577987,-319.5569478743703,-319.78568875386674,-350.59398593056,-289.43178053864654,18.45186323770805
2004-09-01,-52.98865384731822,-52.880380343894124,-63.43018453195089,-42.119243371843396,6.8391948614589095,-317.9268636552607,-317.94941973561487,-351.9396916012736,-284.62139979490826,20.282697272439275
2004-10-01,-52.80963282639508,-52.844529866322446,-63.78383331355363,-41.930587378866626,7.047815095451393,-314.41704165788656,-314.3428043380682,-351.37665723948095,-277.4445612447344,22.188547037581362
2004-11-01,-52.64099094871065,-52.658037724968345,-64.03886686731987,-41.37005814522632,7.248322259095747,-312.9501817320522,-313.262345586262,-353.32841035320706,-273.60882623277803,24.176416550081548
2004-12-01,-52.773525230995176,-52.803754471261755,-64.44116284717155,-41.50028969141584,7.413939357443525,-311.0243837461485,-311.22047003242767,-354.1262969783627,-269.10458217532204,26.006114627210987
2005-01-01,-53.26723036021113,-53.21955550910768,-64.44626166208536,-41.927250832359974,7.212499264772194,-310.6877278645759,-310.49550285209216,-352.76785124229684,-268.14702916177947,25.674090026974554
2005-02-01,-52.655972901389305,-52.645222356907325,-64.47505482113874,-40.82149926264538,7.595809377621741,-313.5482275048669,-313.38015924267313,-353.4467324061325,-272.44202840249625,24.24831928575614
2005-03-01,-52.38471459035246,-52.2843838477253,-64.35334136694269,-40.20504874163579,7.8174261727255265,-314.73259218710984,-314.36253733669645,-353.21934001076744,-275.0786050165411,23.586320889787153
2005-04-01,-52.532059755042866,-52.52638029571427,-64.00690643101835,-40.963444484301604,7.383553029825689,-315.6902466391732,-315.65352030109824,-353.73848801977437,-278.52977692477515,22.37574779848755
2005-05-01,-53.109689212689496,-53.08178672754919,-63.362857803900575,-42.786725689158004,6.6412495342730455,-317.52032868236756,-317.02600072874236,-350.6603124918815,-283.07119886785864,20.501667493616267
2005-06-01,-52.80561920032157,-52.92475949527433,-63.05290996329832,-43.019199816950575,6.429062442426012,-319.7522222808048,-319.715578923325,-351.77902769422514,-287.7055875034931,19.05024889153489
2005-07-01,-52.729854619218486,-52.85139434361006,-63.072913190907286,-42.52961955726229,6.679310662185468,-320.6642522762803,-320.81111709278923,-352.3401247025952,-289.5780761152203,18.679629186436348
2005-08-01,-53.09220905303396,-53.117334637507575,-63.173575099058766,-43.01505587373313,6.629107399310443,-320.2854906635449,-320.29271265545617,-351.36052878442933,-289.14006792595137,18.68818907784961
2005-09-01,-53.0410665585341,-52.96428724030765,-63.214580506443205,-42.54512788155964,6.614328680264096,-317.295743283806,-317.26858211882774,-351.07175296603657,-283.8670182264699,20.258466948239764
2005-10-01,-52.680079911486665,-52.67958045815936,-63.77320974171637,-41.39936577355765,7.160335785784177,-315.44749222100626,-315.65664098077315,-353.5649645279783,-278.72856775104566,22.46259490264549
2005-11-01,-52.78515198728548,-52.65377209662879,-64.47677430045165,-40.736149362828264,7.586751870114922,-313.9061682658139,-313.87277855327335,-354.2687557168268,-273.47508624349774,24.20879126168118
2005-12-01,-52.22697447653427,-52.40850575413893,-64.75097179705877,-40.34559286522811,7.881989045533762,-312.10190090545655,-312.47034112513603,-354.8493023911162,-271.31198957375426,25.384179530772414
2006-01-01,-52.60955156986499,-52.59412063037478,-64.86435930653487,-40.40844766821044,7.896158350051706,-313.34282737843216,-313.34607568577104,-353.74160753588353,-272.0921124987504,24.92066822509086
2006-02-01,-52.44899747021178,-52.386138564153256,-64.40157806081055,-40.348682183602925,7.801668076257351,-313.77178001281266,-313.77419101177634,-354.0615787709387,-273.3779311583024,24.381308745536323
2006-03-01,-52.27174068507938,-52.3438749232558,-64.42663870247236,-40.25172590421625,7.80664712806447,-314.4371828277353,-314.471208698945,-353.9790115939198,-274.4078830484102,24.107630855672227
2006-04-01,-52.60088120697551,-52.4740546405426,-63.85327155563597,-40.98165845270927,7.320582333787738,-315.3480054532115,-315.3643594321653,-353.63430121660804,-277.5530607555681,22.947195049771835
2006-05-01,-52.850583211121645,-52.94491194574472,-63.629494164036664,-42.49415273928109,6.804401314799255,-318.0206612822737,-317.89122286515783,-352.4031081697931,-282.9813210053406,20.708503007379793
2006-06-01,-52.67760757921804,-52.87454997680839,-62.766556853792565,-43.2171767296708,6.247850265651737,-319.27033732390896,-319.27866614320345,-351.6321793372216,-287.75673386911336,19.185733682675135
2006-07-01,-52.62224479388952,-52.747854407086386,-63.02642127313615,-42.479804260102846,6.578543470333917,-321.4175586647535,-321.2819638186498,-351.21162769329266,-289.7411689375926,18.444998931250975
2006-08-01,-53.11119112573557,-53.20042981535357,-63.041961235185504,-43.429274511491485,6.249122598558416,-319.35993001673194,-319.4728312955257,-351.2454059569224,-287.86123003039626,19.189274792408803
2006-09-01,-53.093096356861764,-53.02806364399878,-63.19913994519559,-42.83947872755453,6.535876107362587,-317.7761955165836,-317.454263621716,-351.5903571984249,-282.3669776717796,20.69523811832169
2006-10-01,-52.822744593807315,-52.856822560125565,-63.71702776100213,-42.07343087431048,6.975747400159056,-315.0751240049717,-314.8073995572499,-350.7480538741738,-277.9143247921694,22.206626275245345
2006-11-01,-52.46146680307399,-52.51261341308829,-64.2081210462766,-40.924952314706324,7.511000186986639,-313.4164703907737,-313.5059772821931,-353.11583348588164,-274.30880620273456,23.964252934955226
2006-12-01,-52.86377340169187,-52.79226951296595,-64.54497756253973,-41.142375757101384,7.435122141143456,-311.813100509072,-311.94112599164674,-353.96727374126567,-270.2036568058803,25.327611677845805
2007-01-01,-52.77842420759903,-52.94206020178995,-64.31662836960467,-41.733775007998844,7.232534121035215,-310.04299816041237,-310.2001502789565,-351.81140003999315,-268.6353597341076,25.251192555725513
2007-02-01,-53.26602803088719,-53.169807798822575,-63.69820591785347,-42.28392494749547,6.823203709759544,-310.0522355489305,-309.91464688722044,-350.42708111505465,-269.70462561257006,24.716065042791698
2007-03-01,-52.39856727788484,-52.430758541329624,-64.28930353030691,-40.59908378413139,7.653207098238996,-314.2563537927158,-314.0022938686969,-353.4755596250422,-274.051472387077,23.901532753383982
2007-04-01,-52.61099290543887,-52.46606741342712,-63.85373086722888,-40.8159693063748,7.432302455275746,-316.20016982447885,-315.9007079257265,-352.3092938695208,-279.1648962862019,22.258406886741568
2007-05-01,-52.86517488183112,-52.94267941260326,-63.27281198719719,-42.69605287520309,6.611314142646653,-317.6641325695281,-317.5085473121895,-351.29827891657857,-283.8262332845689,20.205353913799676
2007-06-01,-52.92090161824038,-53.00010415517038,-63.06217209856184,-42.966946179771355,6.480674457063459,-319.3246575271837,-319.3507719690693,-351.4579329601468,-287.6840771991019,19.21527790169566
2007-07-01,-52.96893502251928,-52.9012719617106,-63.26144774424732,-42.667768517826694,6.606385804289128,-321.21086888872406,-321.0156172123598,-352.1209166857178,-289.64471529433723,18.998401895494187
2007-08-01,-53.235498322727416,-53.09408055917043,-63.17938459028985,-42.79187220562147,6.483519419769231,-320.70827347073214,-320.9507001864102,-352.9236657671869,-290.33916640392357,18.830979119106996
2007-09-01,-52.97073741858445,-52.93253425570778,-63.386872593327475,-42.50345637406913,6.770535884689965,-317.92439358450076,-317.5380763914262,-351.2584249754656,-283.15094740412565,20.45987947189991
2007-10-01,-52.847557717190625,-52.684286321695915,-63.803009285395305,-41.68331257639488,7.150282011066917,-315.59424346780156,-316.02297891784133,-353.20307836353305,-278.44503297129995,22.637953595772217
2007-11-01,-53.10926555800337,-52.922653840397906,-64.28808390093648,-41.3482723559837,7.3684519629318075,-312.23397826659493,-312.66050973747906,-352.9962178044005,-272.52087104657994,24.240999092400756
2007-12-01,-52.558983204748245,-52.64880794344292,-64.57956156313335,-40.73963769429222,7.686975557119294,-312.5600801146575,-312.3638617431953,-354.0407657659274,-271.1838101050793,25.269529225491485
2008-01-01,-52.79090015637068,-52.78916948100214,-64.6502845231908,-41.14267908610203,7.549384892983912,-311.7760484060925,-311.55030453509585,-353.82449188807726,-269.9641995700477,25.41404455460853
2008-02-01,-53.24138618290206,-53.1001268164657,-64.09348893942266,-41.70030334118595,7.178572938104253,-310.26185119143514,-310.6632227846284,-352.6756027495766,-269.33909468988696,25.21702595548577
2008-03-01,-52.31124218943516,-52.405788256969466,-64.16479649517933,-40.81965430185099,7.422354315150592,-313.46809954563764,-313.18261215698556,-352.4089279970831,-273.5033497695214,23.707758901514854
2008-04-01,-52.46220244222229,-52.46778386490683,-63.73352360304262,-41.35554562888039,7.181303507908243,-315.0172839491797,-315.03712084446914,-352.8363993030903,-278.0674402296767,22.329304140094315
2008-05-01,-53.54464459544521,-53.37317402263634,-63.24761719214517,-43.24377390405898,6.405527811167214,-315.52478926739775,-315.92871710746624,-351.01354722374566,-281.91221918346565,20.942232362920258
2008-06-01,-53.269624580445225,-53.10069999227419,-62.96495310937571,-43.14869076169935,6.288689434678905,-319.27272421410026,-319.2880294369762,-350.67798484764836,-286.96028316096533,19.416150923357435
2008-07-01,-52.979464639936225,-52.82866079244114,-63.03104543253264,-42.395548008059265,6.587512235200855,-320.5229399411875,-320.482402440037,-351.6093621959481,-289.0880125343287,18.77860721053551
2008-08-01,-52.846420101143295,-52.93290410818226,-63.129777357881274,-42.81493861521408,6.476068598936825,-320.38979467571676,-320.5613240551408,-352.1445912139744,-289.4116941348873,18.736710827526935
2008-09-01,-53.12171142857721,-53.12299025558834,-63.113014258524345,-43.19358510059422,6.317102927852334,-315.82147831434577,-316.17466236623477,-350.3946474668956,-281.7766709308524,20.75416049453618
2008-10-01,-52.6061094390725,-52.63906167989123,-63.83430216885475,-41.653846196396884,7.097119741677382,-315.6307675413626,-315.3166072218742,-351.7804804380236,-277.97962067949896,22.21135246223329
2008-11-01,-52.54649202479935,-52.60785391082696,-64.40372424786852,-40.94881154824574,7.489446816688879,-313.6547278199447,-313.4127056357985,-353.26990434643824,-273.7252054742739,23.930361215877067
2008-12-01,-52.72726863323863,-52.61981177557772,-64.55912067529512,-40.52710336628929,7.74764924832085,-312.5637937465237,-312.513909328636,-353.83408555335524,-270.9264154234159,25.188777529969734
2009-01-01,-52.534740786750135,-52.60796071976364,-64.68444922993417,-40.60506636290783,7.794545737058327,-312.0350886710463,-312.05690261482533,-353.967649670266,-270.9017444367097,25.22406362649891
2009-02-01,-52.360504186965116,-52.2845789090972,-64.5488048959618,-40.00915419558858,7.841298613963156,-314.91657654020065,-314.69562117050066,-353.4597587628381,-274.8502145487588,23.72235526313847
2009-03-01,-52.37047245494714,-52.368077199892575,-64.32345002160515,-40.39618459060792,7.679744755948062,-313.92281356144997,-313.7010703241589,-353.33061346524573,-273.83453153339457,23.913486760838747
2009-04-01,-52.98317838513832,-52.69336865999572,-63.974503737880696,-41.229109504000455,7.311801517981058,-315.8598417927202,-315.5736897666607,-351.7770249695636,-278.0786268887141,22.47949099929765
2009-05-01,-53.25348485658793,-53.15333129225969,-63.2067486097961,-43.047938814879885,6.455743373442465,-316.7103708810506,-316.77153047849924,-350.4866529868112,-282.31484393917043,20.668142592863042
2009-06-01,-53.01306152884494,-53.059196449805036,-62.78680987228461,-43.2907856841356,6.253858213018561,-318.46906913539135,-318.8400023431911,-350.45160594103265,-287.8552908496085,18.96994155981207
2009-07-01,-52.9956599860715,-53.03392888843403,-62.86494914729716,-43.206906069033714,6.307070473610344,-319.68079051930624,-319.66741546460884,-350.5726575477913,-288.5527046054821,18.51873586166726
2009-08-01,-53.23994353287013,-53.18545864639456,-63.133757973353276,-43.09591313255228,6.372100068574812,-319.6674426209085,-319.8495450317527,-351.30329802093775,-288.6561181517635,18.881126547430405
2009-09-01,-53.2359134774257,-53.293176322029076,-63.03358134594945,-43.68703058773123,6.191253695938684,-316.01473114187286,-316.0072383959611,-349.6864018957333,-282.7707750180387,20.438121170492497
2009-10-01,-52.635451596288476,-52.76810887855536,-63.64467923849556,-42.06406714006755,6.923725087720457,-314.7464242429268,-315.00864615657804,-352.33202090318895,-278.00463912177986,22.28633496560085
2009-11-01,-53.15047848333894,-53.00440291580992,-64.00074842239687,-41.834954274089654,7.159595909460447,-311.4581093619654,-311.48479815956716,-351.84715926560733,-271.0804190465906,24.52460915320994
2009-12-01,-52.32373197581932,-52.46688944401931,-64.37912022438013,-40.81092032789086,7.616453532107964,-311.76915945664604,-311.70574205619374,-353.326188129116,-270.6888531041211,25.118831058880783
2010-01-01,-53.23127924323612,-53.129805106146875,-64.2502866752116,-42.02146213130293,7.156303621751075,-310.38427705365905,-310.1270521668216,-352.2667492348021,-268.43366790139015,25.580125516247975
2010-02-01,-52.31783128731171,-52.28907793964408,-64.37923455372653,-40.538401924942484,7.6976455256148695,-315.41695208415547,-314.94976322824976,-354.5615465832822,-275.1776276871114,23.947748145855694
2010-03-01,-52.640286032024896,-52.45649419205007,-64.33772674711204,-40.38863937045419,7.767459259167232,-314.3115002549488,-314.4048369838668,-354.47528001358,-275.5946574188162,23.534536517577383
2010-04-01,-52.19227056364234,-52.328401087344886,-63.90360645868028,-40.63688137682254,7.441194843120179,-316.0096030589205,-316.02301892469177,-352.2740162453041,-279.69017723074273,22.01007214404805
2010-05-01,-53.17968830627019,-53.04404081989196,-63.728586514089564,-42.303439425708376,6.847763277754427,-318.5326950627104,-318.5612514328949,-352.7573710174819,-283.57870422705236,20.88057101820529
2010-06-01,-53.16553271669594,-53.06930040329854,-63.01828112279183,-43.236888944789754,6.3228930986607725,-318.2817936434808,-318.6911466598693,-349.9813338170443,-287.85993164582476,18.73080592818928
2010-07-01,-53.14029666032526,-52.93631259350486,-63.14459911835357,-42.55841442765135,6.658947263667633,-321.44020845248025,-321.53886436232744,-352.78619768190174,-290.72716484318863,18.528708193673538
2010-08-01,-52.92939884572351,-53.02164992519165,-63.213096503444504,-42.8064192020109,6.551437970241871,-320.37860976264363,-320.30613723569365,-351.65805642420725,-288.9301006340364,18.710068628294056
2010-09-01,-52.68320207491554,-52.70735992673354,-63.232264385041425,-42.59017165180177,6.614437148094406,-317.54385809580316,-317.7642440257676,-351.61861021975113,-284.5561041193911,20.253198723226344
2010-10-01,-53.07904869387795,-52.9965915776851,-63.829141770458016,-42.15948606782701,6.949846656895625,-313.92033324815196,-314.0972596565356,-352.08137888192016,-276.27249700767356,22.66194339189312
2010-11-01,-52.477477274109575,-52.56531695891705,-64.17986792733564,-41.13249801300036,7.385472355192841,-312.2240335996523,-312.7804024128897,-352.7994012311339,-272.25160840322917,24.47099842122522
2010-12-01,-52.81737033206406,-52.7921547429203,-64.33296747022044,-41.31253422177073,7.382073321054425,-310.25731340432844,-310.4853400047252,-353.07162772152213,-268.3059752728588,25.719598648564823
2011-01-01,-53.1040595323457,-53.118846556000435,-64.31146342671538,-41.840731676002484,7.2420265280228575,-310.29758651173006,-310.5719309360205,-352.6586892904545,-268.2207162443257,25.544599410205223
2011-02-01,-52.619459646174924,-52.49391642715392,-64.40416736936228,-40.406299067226584,7.69484831882366,-314.18661790388137,-313.98404421930144,-354.132880184085,-273.78646588942,24.34423553778183
2011-03-01,-52.63042468014683,-52.49356899520124,-64.37630655765567,-40.55870981698176,7.710660110641215,-314.54035048968643,-314.4325303222017,-353.67772747064805,-275.0712496381342,23.823498713926828
2011-04-01,-52.53803101981521,-52.49064262338047,-63.845692368195834,-41.18362031302727,7.3070818143442295,-315.9695579935839,-315.8247764353578,-353.23899483985736,-278.57836975304684,22.472692415242804
2011-05-01,-53.19312716948659,-53.25741511907522,-63.21524445298859,-43.38370366977096,6.345680014391517,-316.3392966276957,-316.3490290281635,-349.92948213464547,-283.103474461315,20.45318712325691
2011-06-01,-52.93358323866639,-52.99061957536584,-62.93521468023642,-43.155379331711245,6.349666431092403,-319.1716745261777,-319.21399742965906,-351.2610634477193,-287.9452276526897,18.96750769792282
2011-07-01,-53.125560676217724,-53.03099967836896,-62.876104745368394,-43.12609168849872,6.372479077781915,-320.5879129206819,-320.24139622403305,-351.3126984459088,-290.18993375283975,18.535731839476213
2011-08-01,-53.531502788909904,-53.4649377891417,-62.95105089967703,-43.74550579521667,6.1711920085209675,-319.57335787931515,-319.3352819044202,-350.4030912737776,-288.223239205464,18.8416515038441
2011-09-01,-53.3132945733573,-53.17290815672424,-63.126321014041196,-42.9504984966385,6.513692734037281,-316.78811770337006,-317.09884253419216,-349.97448688253974,-283.96839489147334,19.992176010990537
2011-10-01,-52.51653110600684,-52.61038180344862,-63.7574064316468,-41.5994752904318,7.146421982858859,-316.3983849869994,-316.4196158007497,-353.8382561557159,-279.7450370408441,22.471027804050458
2011-11-01,-52.81128561672796,-52.86769680832916,-64.11040784034932,-41.77793129242603,7.2098186646937785,-313.2684246510268,-313.1860905362552,-352.818439995704,-272.8285440057461,24.157643100392868
2011-12-01,-52.88644475459006,-52.94988600462058,-64.04745441861564,-41.674164620403246,7.207126285211828,-310.4669205858753,-310.1407204124625,-352.30929515947093,-268.281320528372,25.795729882917197
2012-01-01,-53.02411697758714,-53.06792664030464,-64.41812721583108,-41.80067941217235,7.2793763322866765,-310.008451509761,-310.06236480684504,-352.0910905137669,-267.9274565961493,25.730402269408845
2012-02-01,-52.66926680888392,-52.703487655414335,-64.26186479555842,-40.8589362840421,7.478492139011968,-312.58615878780756,-312.03435100389777,-353.7997741237929,-271.71306787494836,25.021344510810373
2012-03-01,-52.370226801002836,-52.398294799685836,-64.13004914855736,-40.72552897034283,7.596229344307509,-314.0934935075135,-314.0419797180721,-353.6503733085529,-273.9449543224046,23.964399489163046
2012-04-01,-52.78810220880318,-52.80683163740148,-63.68681824009267,-42.005797795666666,6.869281420966025,-315.1817826740372,-314.9193338882234,-351.6376934396911,-277.9658707587199,22.27762254007251
2012-05-01,-53.11714620136405,-53.055124030471546,-62.852203226159205,-43.05468681808221,6.436945792992351,-316.8135580324923,-316.8429159957444,-350.4242742972004,-282.63869007364366,20.468020113455918
2012-06-01,-53.04755363718277,-53.11150595528604,-62.79863185767023,-43.440515019960976,6.1923984777335805,-319.05100825478985,-318.90514883933093,-349.53233263786916,-286.93705954359274,18.693232978017775
2012-07-01,-53.06151764166204,-53.00175979739304,-62.83249317929512,-43.08708886575346,6.389410699850348,-320.97462257952475,-320.3676376128113,-351.3437925077283,-288.4603203296785,18.780913611142086
2012-08-01,-53.03419818631532,-53.1484521285718,-62.78760700981417,-43.59162406508635,6.1067718068835735,-319.88912703620986,-319.7005153824682,-351.04612891953934,-288.680616856643,18.80215009284201
2012-09-01,-53.139549890468466,-53.15129422366099,-62.98217934269582,-43.27202285191651,6.275980318343593,-316.96267171718193,-316.84078048453324,-350.72370645767444,-282.6665229331799,20.602755518814487
2012-10-01,-52.91745788756083,-52.936590962556586,-63.48951298040423,-42.49915979801248,6.760110785415664,-313.69354925969446,-313.77277652024054,-351.5276226800687,-276.46617635793706,22.707742008720132
2012-11-01,-52.855196039865874,-52.81400996532258,-63.955554093863576,-41.68707631397011,7.169030425745704,-312.42462845998693,-312.23499902868537,-351.63488728549436,-272.41338264173254,23.98271655586298
2012-12-01,-52.85714935711856,-52.925110131611056,-64.31914919575131,-41.43020933361798,7.435859239997217,-310.84842177545073,-310.62637334336625,-352.04490113675547,-269.55245206264686,25.24661706872997
2013-01-01,-53.15078431858166,-53.06702250781703,-64.34283152478777,-41.71449340190788,7.240563803758704,-311.35909092881474,-310.9762356749177,-353.0926855918973,-269.0352121278035,25.40962420384589
2013-02-01,-52.62611302210738,-52.70280672126553,-64.18656129776984,-40.94406933368951,7.524230363655863,-312.8951766035898,-313.02471084810094,-354.28170606872135,-273.55968090821807,24.0801468107179
